=== Phase 0実装後翻訳エラーテスト: 2025年 8月 15日 金曜日 22:32:09     ===
2025-08-15 23:36:12.172 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=言語ペア auto-en はサポートされていません
2025-08-17 01:38:39.441 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:38:39.444 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:38:39.487 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:38:39.531 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:38:39.536 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:38:39.540 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:38:39.555 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:38:39.585 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:05.933 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:05.936 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:05.938 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:05.950 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:05.968 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:05.968 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:05.971 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:05.977 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:05.981 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:06.034 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:06.035 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:06.051 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:06.070 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:06.071 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:06.104 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:06.104 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:06.500 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:06.500 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:06.508 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:06.611 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:39:06.612 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:42:39.404 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:42:39.417 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:42:39.417 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:42:39.448 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:42:39.465 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:42:39.496 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:42:39.527 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:42:39.567 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:42:39.567 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:42:39.598 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:42:39.617 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:42:39.648 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:42:39.651 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 01:42:39.667 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 10:57:09.094 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-17 14:31:27.813 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-17 14:32:23.933 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-17 14:33:20.842 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-17 14:56:04.037 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-17 14:59:58.889 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-17 15:00:29.001 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-17 15:00:52.663 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-17 15:01:00.582 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-17 15:01:47.670 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 07:58:32.875 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 19:54:13.333 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 19:54:26.311 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 19:54:35.256 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 19:54:43.729 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 19:54:57.026 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 19:55:11.731 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:23:16.093 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:23:27.432 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:31:11.434 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:31:13.370 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.906 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.907 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.908 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.909 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.910 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.911 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.911 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.922 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.928 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.933 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.937 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.943 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.946 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.953 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.956 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.962 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.966 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.971 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.975 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.981 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:24.985 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:25.175 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:25.401 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:25.410 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 22:42:25.415 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:18:39.875 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:18:39.875 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:18:39.885 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:18:39.885 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:18:39.886 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:18:39.888 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:18:39.900 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:18:39.900 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:18:39.900 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:18:39.911 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:18:39.912 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:18:39.912 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:18:39.915 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:18:49.879 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-18 23:18:55.584 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-18 23:18:56.480 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-18 23:30:46.470 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:30:46.470 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:30:46.470 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:30:46.482 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-18 23:30:46.486 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:30:46.487 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:30:46.492 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:30:52.673 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-18 23:35:47.112 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:36:02.123 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-18 23:36:02.138 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-18 23:36:09.090 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-18 23:36:11.580 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-18 23:36:15.831 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:36:17.162 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-18 23:41:14.832 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:41:14.832 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:41:14.840 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:41:14.841 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:41:14.842 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:41:14.851 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:41:14.851 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:41:14.857 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:41:14.864 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:41:14.869 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:41:24.825 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-18 23:41:32.874 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-18 23:52:55.454 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:52:55.454 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:52:55.454 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:52:55.464 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:52:55.464 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:52:55.464 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:52:55.465 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:52:55.474 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:52:55.474 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:52:55.479 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:52:55.483 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:52:55.494 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-18 23:53:05.446 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-18 23:53:11.947 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-18 23:53:13.005 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳タイムアウト（サーバー応答なし）
2025-08-19 20:18:19.906 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-19 20:18:19.914 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-19 20:18:19.914 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-19 20:18:19.914 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-19 20:18:19.914 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-19 20:18:19.929 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-19 20:18:19.929 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-19 20:18:19.929 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-19 20:18:19.932 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
2025-08-19 20:18:19.932 エラー詳細: IsSuccess=False, Error=null, ErrorType=, TranslatedText=翻訳エラーが発生しました
